Address,Flag,Total Ether Balance,Total Transactions (including contract creation),Time Difference First-Last (min),Avg Min Between Sent Tnx,Avg Min Between Received Tnx,Sent Transactions,Received Transactions,Unique Received From Addresses,Unique Sent To Addresses,Min Value Received,Max Value Received,Avg Value Received,Min Value Sent,Max Value Sent,Avg Value Sent,Total Ether Sent,Total Ether Received,Total ERC20 Transactions,ERC20 Total Ether Received,ERC20 Total Ether Sent,ERC20 Unique Sent Addresses,ERC20 Unique Received Addresses,ERC20 Avg Time Between Sent Txn (min),ERC20 Avg Time Between Received Txn (min),ERC20 Min Value Received,ERC20 Max Value Received,ERC20 Avg Value Received,ERC20 Min Value Sent,ERC20 Max Value Sent,ERC20 Avg Value Sent,ERC20 Unique Sent Token Names,ERC20 Unique Received Token Names,ERC20 Most Sent Token Type,ERC20 Most Received Token Type,Time Diff Between First and Last Txn (min),O-Avg Gas Price (Gwei),O-Avg Gas Limit (Gwei),O-Avg Gas Used (Gwei),O-Transaction Frequency (min),O-Gas Price Volatility (Gwei),O-Min Gas Volatility (Gwei),O-Max Gas Volatility (Gwei),O-Avg Gas Price Volatility (Gwei),O-Transaction Success-Failure Ratio,O-Total Gas Price (Gwei),O-Base Fee,O-Tip
0x059615ea15f7f0e2a276103127bbace30223d294,1,0,1,0,0,0,0,1,1,0,1.337,1.337,1.337,0,0,0,0,1.337,1,1.337,0,0,1,0,0,1.337,1.337,1.337,0,0,0,0,1,0,Blockwell say NOTSAFU,0,99,2.1e-05,2.1e-05,0,0,99,99,0,1,99,99,0
0x0596e5e05fd430f7d83b38b23e250bfa98900d7f,1,0.000105,1,0,0,0,1,0,0,1,0,0,0,100,100,100,100,0,1,0,100,1,0,0,0,0,0,0,100,100,100,1,0,blockwell.ai KYC Casper Token,0,0,29,2.1e-05,2.1e-05,19174.833333333332,36,5,41,16,3,87,11,76
0x05dd62c007cde143b402fa5da3937c40c70b4b14,1,0,7,2577960.15,0.4083333333333333,515592.01333333337,2,5,5,1,7.77e-16,10389.14506347147,2452.4789329774403,1871.9026014157323,10389.14506347147,6130.5238324436,12261.0476648872,12262.3946648872,7,12262.3946648872,12261.0476648872,1,5,0.425,515592.03,7.77e-16,10389.14506347147,2452.4789329774403,1871.9026014157323,10389.14506347147,6130.5238324436,2,5,VIU,VIU,2577960.15,21,2.498525e-05,2.1235249999999996e-05,79141.8,0,21,21,0,8,168,21,147
0x05e5061133f752ea565f40f1e755d9604c313bc9,1,0,5,389876.01666666666,0,77975.18666666668,0,5,5,0,7.77e-16,201.44678363752587,44.48935672753277,0,0,0,0,222.44678363766386,5,222.44678363766386,0,0,5,0,77975.20333333334,7.77e-16,201.44678363752587,44.48935672753277,0,0,0,0,5,0,XENON,389876.01666666666,79,2.1e-05,2.1e-05,0.55,0,79,79,0,2,158,79,79
0x05e85d73eaf6fef228294fdf867abba98552a99f,1,0.02396392,3,1927560.15,0,642520.0333333333,0,3,3,0,0.01,1.337,0.8946666666666666,0,0,0,0,2.6839999999999997,3,2.6839999999999997,0,0,3,0,642520.05,0.01,1.337,0.8946666666666666,0,0,0,0,3,0,Blockwell say NOTSAFU,1927560.15,41,2.1e-05,2.1e-05,6355.783333333334,0,41,41,0,3,123,41,82
0x05f71263372ac109cd13faa86d13a0e5830fcedc,1,0,2,1923977.1833333333,0,961988.575,0,2,2,0,0.01,1.337,0.6735,0,0,0,0,1.347,2,1.347,0,0,2,0,961988.5916666667,0.01,1.337,0.6735,0,0,0,0,2,0,Blockwell say NOTSAFU,1923977.1833333333,41,2.1e-05,2.1e-05,0,0,41,41,0,1,41,41,0
0x05fbf1e3f105df6a4553f3c7f2ed93070a4bab46,1,0.00923594692903761,108,506227.9166666667,707.3971428571429,6934.6123287671235,35,73,45,6,5.17e-16,430066.2,15010.586076071024,5.17e-16,454944.2079617369,26324.633415803128,921362.1695531094,1095772.7835531847,108,1095772.7835531847,921362.1695531094,6,45,707.4138095238096,6934.62899543379,5.17e-16,430066.2,15010.586076071024,5.17e-16,454944.2079617369,26324.633415803128,28,37,Pundi X Token,Pundi X Token,506227.9166666667,16.267555555555553,0.0001418893555555556,6.419091111111111e-05,24760.333333333332,19.78,5.22,25,8.162054320987655,21.5,732.04,6.377555556,725.662444444
0x06091b32533835265bfa6ef8b32b04747ba77bb2,1,0.00167615,2,1927560.15,0,963780.0583333333,0,2,2,0,0.01,1.337,0.6735,0,0,0,0,1.347,2,1.347,0,0,2,0,963780.075,0.01,1.337,0.6735,0,0,0,0,2,0,Blockwell say NOTSAFU,1927560.15,20,2.1e-05,2.1e-05,1647.95,0,20,20,0,4,80,20,60
0x0669398307efefb60030ff328a0cb6a3a840182c,1,0,1,0,0,0,0,1,1,0,21.9,21.9,21.9,0,0,0,0,21.9,1,21.9,0,0,1,0,0,21.9,21.9,21.9,0,0,0,0,1,0,Celer Network,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0697f9d4db21472b3461aa07be39b16cd5b56eca,1,0,5,64624.46666666667,0,16156.1,1,4,3,1,2.7e-11,1994,873.8342500000067,1994,1994,1994,1994,3495.337000000027,5,3495.337000000027,1994,1,3,0,16156.116666666667,2.7e-11,1994,873.8342500000067,1994,1994,1994,1,4,DADI,DADI,64624.46666666667,41,3.149933333333333e-05,2.649933333333333e-05,21.133333333333333,0,41,41,0,3,123,41,82
0x075dc757633700b257e090d62b62aac5997a99d4,1,0.00058,1,0,0,0,0,1,1,0,0.01,0.01,0.01,0,0,0,0,0.01,1,0.01,0,0,1,0,0,0.01,0.01,0.01,0,0,0,0,1,0,Arnoya classic,0,20,2.1e-05,2.1e-05,0,0,20,20,0,1,20,20,0
0x078c2b3b09528fd7b80c9ee715f378d382f9139b,1,0,4,235670.5,0,58917.60833333333,0,4,4,0,7.77e-16,1500,375.5289268161007,0,0,0,0,1502.1157072644028,4,1502.1157072644028,0,0,4,0,58917.625,7.77e-16,1500,375.5289268161007,0,0,0,0,4,0,Free BOB Tokens - BobsRepair.com,235670.5,41,2.1e-05,2.1e-05,0,0,41,41,0,1,41,41,0
0x07920356975798037f26a934db461c7aafc8aa05,1,0,2,1923911.4666666666,0,961955.7166666667,0,2,2,0,0.01,13.37,6.6899999999999995,0,0,0,0,13.379999999999999,2,13.379999999999999,0,0,2,0,961955.7333333333,0.01,13.37,6.6899999999999995,0,0,0,0,2,0,Blockwell say NOTSAFU,1923911.4666666666,3.6,2.1e-05,2.1e-05,1025.65,3,3,6,0.9600000000000002,5,18,2.1,15.9
0x07cfb04588154b06e3958b5d70408244102014d5,1,0,5,2240516.716666667,0,448103.3266666667,0,5,3,0,5e-18,1.337,0.5368000000000002,0,0,0,0,2.6840000000000006,5,2.6840000000000006,0,0,3,0,448103.3433333334,5e-18,1.337,0.5368000000000002,0,0,0,0,5,0,Blockwell say NOTSAFU,2240516.716666667,41,2.1e-05,2.1e-05,0,0,41,41,0,1,41,41,0
0x081a48fcfb87ddc415c31ddae1eb3ba5d5696cdb,1,0,1,0,0,0,0,1,1,0,13.37,13.37,13.37,0,0,0,0,13.37,1,13.37,0,0,1,0,0,13.37,13.37,13.37,0,0,0,0,1,0,Blockwell say NOTSAFU,0,7.5,2.1e-05,2.1e-05,0,0,7.5,7.5,0,1,7.5,7.5,0
0x08986f5cecd3cb8882e4a34a16961e3124377291,1,0,4,162916.28333333333,0,40729.05416666667,0,4,3,0,1.337,1.337,1.337,0,0,0,0,5.348,4,5.348,0,0,3,0,40729.07083333333,1.337,1.337,1.337,0,0,0,0,2,0,Blockwell say NOTSAFU,162916.28333333333,41,2.1e-05,2.1e-05,0,0,41,41,0,1,41,41,0
0x08afea4ec3659a2e478f81fef2b784176a0b7d2f,1,0,2,49404.63333333333,0,24702.3,0,2,2,0,13.37,99,56.185,0,0,0,0,112.37,2,112.37,0,0,2,0,24702.316666666666,13.37,99,56.185,0,0,0,0,2,0,ERC20,49404.63333333333,41,2.1e-05,2.1e-05,0,0,41,41,0,1,41,41,0
0x0967c50bfec4dba06e28e8fdbcfd15a23474fab4,1,0.009508975632109921,3,542817.0666666667,0,180939.00555555557,0,3,3,0,5.8e-11,1.337,0.8913333333526667,0,0,0,0,2.674,3,2.674,0,0,3,0,180939.02222222224,5.8e-11,1.337,0.8913333333526667,0,0,0,0,3,0,Blockwell say NOTSAFU,542817.0666666667,41,2.1e-05,2.1e-05,4,0,41,41,0,3,123,41,82
0x096c13f383a32253e238bc148307753d14868235,1,0,1,0,0,0,0,1,1,0,13.37,13.37,13.37,0,0,0,0,13.37,1,13.37,0,0,1,0,0,13.37,13.37,13.37,0,0,0,0,1,0,Blockwell say NOTSAFU,0,2,2.1e-05,2.1e-05,0,0,2,2,0,1,2,2,0
0x096c39ab4fa36ca74a36fe1f4767ff487762f0aa,1,0,5,2240513.65,0,448102.7133333333,0,5,4,0,5e-18,1.337,0.5368000000000002,0,0,0,0,2.6840000000000006,5,2.6840000000000006,0,0,4,0,448102.73000000004,5e-18,1.337,0.5368000000000002,0,0,0,0,5,0,Blockwell say NOTSAFU,2240513.65,41,2.1e-05,2.1e-05,0,0,41,41,0,1,41,41,0
0x09f8b64a3992ab516fc34de1157d2b4a39d45301,1,0.000233591069859,4,2735148.1,0,683787.0083333333,0,4,4,0,5e-18,99,28.092500000000427,0,0,0,0,112.37000000000171,4,112.37000000000171,0,0,4,0,683787.025,5e-18,99,28.092500000000427,0,0,0,0,4,0,ERC20,2735148.1,29.02770086,2.1e-05,2.1e-05,0,0,29.02770086,29.02770086,0,1,29.02770086,29.02770086,0
0x0a0ba956038d4a66002d612648332b9c4ab7646c,1,0,2,1923977.1833333333,0,961988.575,0,2,2,0,0.01,1.337,0.6735,0,0,0,0,1.347,2,1.347,0,0,2,0,961988.5916666667,0.01,1.337,0.6735,0,0,0,0,2,0,Blockwell say NOTSAFU,1923977.1833333333,84.5,2.1e-05,2.1e-05,7694.816666666667,29,70,99,14.5,2,169,70,99
0x0a104b095bc84815b27d93b232c6863759b79043,1,0,2,1923951.8666666667,0,961975.9166666666,0,2,2,0,0.01,13.37,6.6899999999999995,0,0,0,0,13.379999999999999,2,13.379999999999999,0,0,2,0,961975.9333333333,0.01,13.37,6.6899999999999995,0,0,0,0,2,0,Blockwell say NOTSAFU,1923951.8666666667,41,2.1e-05,2.1e-05,0,0,41,41,0,1,41,41,0
0x0a10c493bc6f7faecca5be1e82d7fd7fb3774049,1,0,3,1927560.15,0,642520.0333333333,0,3,3,0,0.01,1.337,0.8946666666666666,0,0,0,0,2.6839999999999997,3,2.6839999999999997,0,0,3,0,642520.05,0.01,1.337,0.8946666666666666,0,0,0,0,3,0,Blockwell say NOTSAFU,1927560.15,41,2.1e-05,2.1e-05,0,0,41,41,0,1,41,41,0
0x0a4392f623faf54de72cbf6f567e1a7808251cd3,1,0,1,0,0,0,0,1,1,0,10,10,10,0,0,0,0,10,1,10,0,0,1,0,0,10,10,10,0,0,0,0,1,0,AI Gaming Coin,0,23,2.1e-05,2.1e-05,63863.03333333333,0,23,23,0,4,92,23,69
0x0a4a2413d7c604647c7788fd3564b3c54fe06763,1,0.027,1,0,0,0,0,1,1,0,13.37,13.37,13.37,0,0,0,0,13.37,1,13.37,0,0,1,0,0,13.37,13.37,13.37,0,0,0,0,1,0,Blockwell say NOTSAFU,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0a5723d1bc889d8f755eb36fcd60483cc8bcf203,1,0,47,247961.85,10780.761594202899,10331.547222222223,23,24,2,1,1e-17,526,34.541460381317826,1e-17,526,36.00021952833165,828.0050491516279,828.9950491516279,47,828.9950491516279,828.0050491516279,1,2,10780.778260869565,10331.56388888889,1e-17,526,34.541460381317826,1e-17,526,36.00021952833165,4,5,Blockburn,Blockburn,247961.85,0,0,0,0,0,0,0,0,0,0,0,0
0x0a796062214cf4fc232dd8538a19035ac79a595c,1,0.004907816439746918,86,2255440.8833333333,1217.307619047619,44224.314379084964,35,51,28,2,0,5000000,161419.49168584278,1.4918571e-11,1842886.14705882,78206.41434222809,2737224.501977983,8232394.075977982,86,8232394.075977982,2737224.501977983,2,28,1217.3242857142857,44224.33104575163,0,5000000,161419.49168584278,1.4918571e-11,1842886.14705882,78206.41434222809,35,41,Kin,EtherDoge,2255440.8833333333,23.833333333333332,4.892070370370372e-05,3.596883333333333e-05,226606.43333333332,65,6,71,14.685185185185187,8,1287,-8.666666667,1295.666666667
0x0a7dde263eb93f69acd1671a223c5c93faa73701,1,0.000225085718739,3,1973358.2166666666,0,657786.0555555556,0,3,3,0,0.01,99,37.46,0,0,0,0,112.38000000000001,3,112.38000000000001,0,0,3,0,657786.0722222222,0.01,99,37.46,0,0,0,0,3,0,ERC20,1973358.2166666666,130.8519493,3.15e-05,2.1e-05,1828636.1,212.2961013,24.70389867,237,106.1480507,2,261.7038987,24.70389867,237.00000003
0x0ad24a61a0371d1dfe47c3b74169aaa5807efb31,1,0,1,0,0,0,0,1,1,0,0.01,0.01,0.01,0,0,0,0,0.01,1,0.01,0,0,1,0,0,0.01,0.01,0.01,0,0,0,0,1,0,Arnoya classic,0,50,2.1e-05,2.1e-05,0,0,50,50,0,1,50,50,0
0x0ae775637e63fa95855246fd82e96802d05883fc,1,0,6,2552941.566666667,0,425490.2444444445,0,6,5,0,7.77e-16,2082.268172965035,349.2746954955219,0,0,0,0,2095.6481729731313,6,2095.6481729731313,0,0,5,0,425490.26111111115,7.77e-16,2082.268172965035,349.2746954955219,0,0,0,0,6,0,VIU,2552941.566666667,20.6,2.1e-05,2.1e-05,307544.8333333333,31,10,41,8.48,10,206,5.1,200.9
0x0b21fd643aaaf5af800af67e14ebf4886be20164,1,0,6,1593125.15,0,265520.8416666667,0,6,5,0,1e-17,1e-06,3.3350000000500005e-07,0,0,0,0,2.00100000003e-06,6,2.00100000003e-06,0,0,5,0,265520.85833333334,1e-17,1e-06,3.3350000000500005e-07,0,0,0,0,5,0,"Wash ETH, contact telegram @phy62",1593125.15,21,2.1e-05,2.1e-05,680.65,0,21,21,0,2,42,21,21
0x0b2f68bfc1cd9c5886d1f8f41844e11aaa8a4223,1,0.027,1,0,0,0,1,0,0,1,0,0,0,100,100,100,100,0,1,0,100,1,0,0,0,0,0,0,100,100,100,1,0,blockwell.ai KYC Casper Token,0,0,2.823333333333333,2.1e-05,2.1e-05,7602.4,0.8799999999999999,2.42,3.3,0.31777777777777755,3,8.469999999999999,2.383333333,6.086666667
0x0b70f396d0626c9d8008d68c8d9c98e77ddb8262,1,1.8253250274e-05,1,0,0,0,0,1,1,0,0.01,0.01,0.01,0,0,0,0,0.01,1,0.01,0,0,1,0,0,0.01,0.01,0.01,0,0,0,0,1,0,Arnoya classic,0,87.17019066,2.1e-05,2.1e-05,1665798.9166666667,92.34038131099999,41,133.3403813,46.170190655499994,2,174.3403813,41,133.3403813
0x0c2cb2d98f9f5ed558d9560d0e38e47187b2bfe1,1,0,1,0,0,0,0,1,1,0,13.37,13.37,13.37,0,0,0,0,13.37,1,13.37,0,0,1,0,0,13.37,13.37,13.37,0,0,0,0,1,0,Blockwell say NOTSAFU,0,96,2.1e-05,2.1e-05,0,0,96,96,0,1,96,96,0
0x0c4762bc7b1af1dc9448a827f53861c118b712de,1,0.015646999964987,3,475942.68333333335,0,158647.54444444444,0,3,3,0,9.11e-16,1.337,0.8913333333333336,0,0,0,0,2.674000000000001,3,2.674000000000001,0,0,3,0,158647.5611111111,9.11e-16,1.337,0.8913333333333336,0,0,0,0,3,0,Blockwell say NOTSAFU,475942.68333333335,103.642858,2.1e-05,2.1e-05,1485462.1833333333,125.285716,41,166.285716,62.64285798,2,207.285716,41,166.285716
0x0c8b740e3377f2be7a108aeba6a2f660588c728d,1,0,4,162916.28333333333,0,40729.05416666667,0,4,3,0,1.337,1.337,1.337,0,0,0,0,5.348,4,5.348,0,0,3,0,40729.07083333333,1.337,1.337,1.337,0,0,0,0,2,0,Blockwell say NOTSAFU,162916.28333333333,0,0,0,0,0,0,0,0,0,0,0,0
0x0c9d1b3ca852c67bbeabeeb51e9482a845d56868,1,1e-13,2,162916.28333333333,0,81458.125,0,2,1,0,1.337,1.337,1.337,0,0,0,0,2.674,2,2.674,0,0,1,0,81458.14166666666,1.337,1.337,1.337,0,0,0,0,2,0,Blockwell say NOTSAFU,162916.28333333333,21,4.4523499999999995e-05,4.4523e-05,2143.383333333333,0,21,21,0,2,42,21,21
0x0cbc569253e2419856e4a777cf406d35444d8e50,1,0,2,1923911.4666666666,0,961955.7166666667,0,2,2,0,0.01,13.37,6.6899999999999995,0,0,0,0,13.379999999999999,2,13.379999999999999,0,0,2,0,961955.7333333333,0.01,13.37,6.6899999999999995,0,0,0,0,2,0,Blockwell say NOTSAFU,1923911.4666666666,41,2.1e-05,2.1e-05,0,0,41,41,0,1,41,41,0
